DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,ERA_NM,CTPRVN_NM,SIGNGU_NM,ADDR,RELATE_RSTRNT_NM,RSTRNT_TEL_NO,RSTRNT_ADDR,REGIST_DE,CORE_KWRD_CN,OPN_DE
33,노동자들의 마음을 배불려주었던 화평동세숫대야냉면,화평동냉면은 1970년대부터 인천부두의 인부들과 공장근로자들에게 저렴한 가격으로 푸짐한 양의 냉면을 큰 그릇에 담아 제공하면서 ‘세숫대야냉면’이라는 별칭이 붙은 인천광역시 동구 화평동의 향토음식이다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/37/30068/15839/c/인천-화평동냉면-(2)-thumb.jpg,https://ncms.nculture.org/food/story/700,현대-현대(1945.8.15~현재),인천광역시,동구,인천 동구 송화로2번길 2 인천광역시동구체육회,원조할머니냉면,0243661797,인천 동구 화평로 24-2,20191122,"인천, 냉면, 세숫대야냉면, 향토음식",20220630
34,노동자들의 마음을 배불려주었던 화평동세숫대야냉면,화평동냉면은 1970년대부터 인천부두의 인부들과 공장근로자들에게 저렴한 가격으로 푸짐한 양의 냉면을 큰 그릇에 담아 제공하면서 ‘세숫대야냉면’이라는 별칭이 붙은 인천광역시 동구 화평동의 향토음식이다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/37/30068/15839/c/인천-화평동냉면-(2)-thumb.jpg,https://ncms.nculture.org/food/story/700,현대-현대(1945.8.15~현재),인천광역시,동구,인천 동구 송화로2번길 2 인천광역시동구체육회,일미화평동냉면,0327720040,인천 동구 화평로 18,20191122,"인천, 냉면, 세숫대야냉면, 향토음식",20220630
35,"인천에도 얼큰한 추어탕의 명소가 있다, 연락골 추어탕","연락골 추어탕은 삶은 미꾸라지를 갈아서 얼큰한 고추장 국물에 끓여내는 인천광역시 남동구 운연동 주민들의 향토음식이다. 본래 인천에는 ‘추탕’이 유명하였다. 특히 인천 추탕은 백여 년 전 인천 개항장의 외식(外食)으로 인기를 얻었던 인천의 대표적인 음식이었다. 그러나 태평양전쟁과 한국전쟁, 근대화를 거치는 과정에서 인천 추탕의 명맥은 잊혀졌다. 연락골 추어탕은 개항장의 화려했던 추탕과는 많이 다른 인천농민들의 소박한 음식이지만, 추탕이 인천의 대표 음식이었다는 기억을 소환하고 명맥을 이었다는 점에서 의미가 있는 음식이다.",지역 향토 음식,,https://ncms.nculture.org/food/story/701,현대-현대(1945.8.15~현재),인천광역시,남동구,인천광역시 남동구 수인로 3542,가림추어탕,0324653125,인천 남동구 만의골로 8,20191122,"인천, 운연동, 연락골, 미꾸라지, 추탕, 추어탕, 향토음식",20220630
36,"인천에도 얼큰한 추어탕의 명소가 있다, 연락골 추어탕","연락골 추어탕은 삶은 미꾸라지를 갈아서 얼큰한 고추장 국물에 끓여내는 인천광역시 남동구 운연동 주민들의 향토음식이다. 본래 인천에는 ‘추탕’이 유명하였다. 특히 인천 추탕은 백여 년 전 인천 개항장의 외식(外食)으로 인기를 얻었던 인천의 대표적인 음식이었다. 그러나 태평양전쟁과 한국전쟁, 근대화를 거치는 과정에서 인천 추탕의 명맥은 잊혀졌다. 연락골 추어탕은 개항장의 화려했던 추탕과는 많이 다른 인천농민들의 소박한 음식이지만, 추탕이 인천의 대표 음식이었다는 기억을 소환하고 명맥을 이었다는 점에서 의미가 있는 음식이다.",지역 향토 음식,,https://ncms.nculture.org/food/story/701,현대-현대(1945.8.15~현재),인천광역시,남동구,인천광역시 남동구 수인로 3542,돌쇠추어탕,0324651577,인천 남동구 수인로 3542,20191122,"인천, 운연동, 연락골, 미꾸라지, 추탕, 추어탕, 향토음식",20220630
37,"인천에도 얼큰한 추어탕의 명소가 있다, 연락골 추어탕","연락골 추어탕은 삶은 미꾸라지를 갈아서 얼큰한 고추장 국물에 끓여내는 인천광역시 남동구 운연동 주민들의 향토음식이다. 본래 인천에는 ‘추탕’이 유명하였다. 특히 인천 추탕은 백여 년 전 인천 개항장의 외식(外食)으로 인기를 얻었던 인천의 대표적인 음식이었다. 그러나 태평양전쟁과 한국전쟁, 근대화를 거치는 과정에서 인천 추탕의 명맥은 잊혀졌다. 연락골 추어탕은 개항장의 화려했던 추탕과는 많이 다른 인천농민들의 소박한 음식이지만, 추탕이 인천의 대표 음식이었다는 기억을 소환하고 명맥을 이었다는 점에서 의미가 있는 음식이다.",지역 향토 음식,,https://ncms.nculture.org/food/story/701,현대-현대(1945.8.15~현재),인천광역시,남동구,인천광역시 남동구 수인로 3542,안골추어탕,0324657080,인천 남동구 연락골로 3,20191122,"인천, 운연동, 연락골, 미꾸라지, 추탕, 추어탕, 향토음식",20220630
38,"인천에도 얼큰한 추어탕의 명소가 있다, 연락골 추어탕","연락골 추어탕은 삶은 미꾸라지를 갈아서 얼큰한 고추장 국물에 끓여내는 인천광역시 남동구 운연동 주민들의 향토음식이다. 본래 인천에는 ‘추탕’이 유명하였다. 특히 인천 추탕은 백여 년 전 인천 개항장의 외식(外食)으로 인기를 얻었던 인천의 대표적인 음식이었다. 그러나 태평양전쟁과 한국전쟁, 근대화를 거치는 과정에서 인천 추탕의 명맥은 잊혀졌다. 연락골 추어탕은 개항장의 화려했던 추탕과는 많이 다른 인천농민들의 소박한 음식이지만, 추탕이 인천의 대표 음식이었다는 기억을 소환하고 명맥을 이었다는 점에서 의미가 있는 음식이다.",지역 향토 음식,,https://ncms.nculture.org/food/story/701,현대-현대(1945.8.15~현재),인천광역시,남동구,인천광역시 남동구 수인로 3542,운연옛날추어탕,0324663631,인천 남동구 수인로 3538,20191122,"인천, 운연동, 연락골, 미꾸라지, 추탕, 추어탕, 향토음식",20220630
39,"인천에도 얼큰한 추어탕의 명소가 있다, 연락골 추어탕","연락골 추어탕은 삶은 미꾸라지를 갈아서 얼큰한 고추장 국물에 끓여내는 인천광역시 남동구 운연동 주민들의 향토음식이다. 본래 인천에는 ‘추탕’이 유명하였다. 특히 인천 추탕은 백여 년 전 인천 개항장의 외식(外食)으로 인기를 얻었던 인천의 대표적인 음식이었다. 그러나 태평양전쟁과 한국전쟁, 근대화를 거치는 과정에서 인천 추탕의 명맥은 잊혀졌다. 연락골 추어탕은 개항장의 화려했던 추탕과는 많이 다른 인천농민들의 소박한 음식이지만, 추탕이 인천의 대표 음식이었다는 기억을 소환하고 명맥을 이었다는 점에서 의미가 있는 음식이다.",지역 향토 음식,,https://ncms.nculture.org/food/story/701,현대-현대(1945.8.15~현재),인천광역시,남동구,인천광역시 남동구 수인로 3542,처가집추어탕,0324666046,인천 남동구 수인로 3536,20191122,"인천, 운연동, 연락골, 미꾸라지, 추탕, 추어탕, 향토음식",20220630
40,"입에서 살살 녹는 생고기 요리의 지존, 경기 육회","육회는 소고기의 우둔살을 간장을 비롯한 파ㆍ마늘ㆍ참기름ㆍ깨소금ㆍ후춧가루ㆍ설탕으로 양념한 음식으로 조선시대에는 수라상에 올리는 찬품(饌品)으로서 궁중음식에서 비롯되었다. 조선후기부터 경기도는 도성을 옹위하는 지역으로 병자호란 때 인조(仁祖)의 남한산성 파천, 정조(正祖)의 화성(華城)건설 등은 궁중의 음식문화가 경기지역에 전파되는 경로역할을 하였다. 육회는 조선후기 궁중음식의 조리법을 고스란히 간직한 채 수원시를 중심으로 한 경기도의 향토음식으로 자리 잡았다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/34/30065/15834/c/육회-(1)-thumb.jpg,https://ncms.nculture.org/food/story/702,조선-조선 후기(1593~1863),경기도,수원시,경기도 수원시 팔달구 효원로 1,고기랑,0312216780,경기 수원시 팔달구 권광로196번길 49,20191122,"경기, 광주, 육회, 향토음식",20220630
41,"입에서 살살 녹는 생고기 요리의 지존, 경기 육회","육회는 소고기의 우둔살을 간장을 비롯한 파ㆍ마늘ㆍ참기름ㆍ깨소금ㆍ후춧가루ㆍ설탕으로 양념한 음식으로 조선시대에는 수라상에 올리는 찬품(饌品)으로서 궁중음식에서 비롯되었다. 조선후기부터 경기도는 도성을 옹위하는 지역으로 병자호란 때 인조(仁祖)의 남한산성 파천, 정조(正祖)의 화성(華城)건설 등은 궁중의 음식문화가 경기지역에 전파되는 경로역할을 하였다. 육회는 조선후기 궁중음식의 조리법을 고스란히 간직한 채 수원시를 중심으로 한 경기도의 향토음식으로 자리 잡았다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/34/30065/15834/c/육회-(1)-thumb.jpg,https://ncms.nculture.org/food/story/702,조선-조선 후기(1593~1863),경기도,수원시,경기도 수원시 팔달구 효원로 1,삼춘옥,0312479800,경기 수원시 팔달구 팔달문로 5-5,20191122,"경기, 광주, 육회, 향토음식",20220630
42,"입에서 살살 녹는 생고기 요리의 지존, 경기 육회","육회는 소고기의 우둔살을 간장을 비롯한 파ㆍ마늘ㆍ참기름ㆍ깨소금ㆍ후춧가루ㆍ설탕으로 양념한 음식으로 조선시대에는 수라상에 올리는 찬품(饌品)으로서 궁중음식에서 비롯되었다. 조선후기부터 경기도는 도성을 옹위하는 지역으로 병자호란 때 인조(仁祖)의 남한산성 파천, 정조(正祖)의 화성(華城)건설 등은 궁중의 음식문화가 경기지역에 전파되는 경로역할을 하였다. 육회는 조선후기 궁중음식의 조리법을 고스란히 간직한 채 수원시를 중심으로 한 경기도의 향토음식으로 자리 잡았다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/34/30065/15834/c/육회-(1)-thumb.jpg,https://ncms.nculture.org/food/story/702,조선-조선 후기(1593~1863),경기도,수원시,경기도 수원시 팔달구 효원로 1,우사미,0312236164,경기 수원시 팔달구 경수대로466번길 20 대지빌딩,20191122,"경기, 광주, 육회, 향토음식",20220630
43,"입에서 살살 녹는 생고기 요리의 지존, 경기 육회","육회는 소고기의 우둔살을 간장을 비롯한 파ㆍ마늘ㆍ참기름ㆍ깨소금ㆍ후춧가루ㆍ설탕으로 양념한 음식으로 조선시대에는 수라상에 올리는 찬품(饌品)으로서 궁중음식에서 비롯되었다. 조선후기부터 경기도는 도성을 옹위하는 지역으로 병자호란 때 인조(仁祖)의 남한산성 파천, 정조(正祖)의 화성(華城)건설 등은 궁중의 음식문화가 경기지역에 전파되는 경로역할을 하였다. 육회는 조선후기 궁중음식의 조리법을 고스란히 간직한 채 수원시를 중심으로 한 경기도의 향토음식으로 자리 잡았다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/34/30065/15834/c/육회-(1)-thumb.jpg,https://ncms.nculture.org/food/story/702,조선-조선 후기(1593~1863),경기도,수원시,경기도 수원시 팔달구 효원로 1,육회한녀석들,07046473833,경기 수원시 영통구 청명남로34번길 21,20191122,"경기, 광주, 육회, 향토음식",20220630
44,"입에서 살살 녹는 생고기 요리의 지존, 경기 육회","육회는 소고기의 우둔살을 간장을 비롯한 파ㆍ마늘ㆍ참기름ㆍ깨소금ㆍ후춧가루ㆍ설탕으로 양념한 음식으로 조선시대에는 수라상에 올리는 찬품(饌品)으로서 궁중음식에서 비롯되었다. 조선후기부터 경기도는 도성을 옹위하는 지역으로 병자호란 때 인조(仁祖)의 남한산성 파천, 정조(正祖)의 화성(華城)건설 등은 궁중의 음식문화가 경기지역에 전파되는 경로역할을 하였다. 육회는 조선후기 궁중음식의 조리법을 고스란히 간직한 채 수원시를 중심으로 한 경기도의 향토음식으로 자리 잡았다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/34/30065/15834/c/육회-(1)-thumb.jpg,https://ncms.nculture.org/food/story/702,조선-조선 후기(1593~1863),경기도,수원시,경기도 수원시 팔달구 효원로 1,한우갑,0312116217,경기 수원시 영통구 도청로18번길 26 힐스테이트 광교중앙역 오피스텔 3층 313호~317호,20191122,"경기, 광주, 육회, 향토음식",20220630
45,조선방직 노동자들의 애환과 피로를 풀어준 범일동 조방낙지,조방낙지는 부산 조선방직 인근에서 만들어 팔기 시작한 낙지볶음의 일종으로 부산광역시 동구 범일동의 향토음식이다. 조방낙지는 조선방직공장 노동자들이 즐겨 찾았던 음식이었던 관계로 낙지볶음 대신 조선방직의 줄임말인 ‘조방’이 붙어 조방낙지라는 고유명사로 정착한 음식이다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/35/85730/92859/c/%EC%A1%B0%EB%B0%A9%EB%82%99%EC%A7%80-%EC%9D%8C%EC%8B%9D-%287%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/703,현대-현대(1945.8.15~현재),부산광역시,부산진구,부산광역시 부산진구 골드테마길 21,백수장조방낙지,0516460926,부산 동구 범일로89번길 7-4,20191122,"부산, 조방낙지, 낙지볶음, 조선방직, 향토음식",20220630
46,조선방직 노동자들의 애환과 피로를 풀어준 범일동 조방낙지,조방낙지는 부산 조선방직 인근에서 만들어 팔기 시작한 낙지볶음의 일종으로 부산광역시 동구 범일동의 향토음식이다. 조방낙지는 조선방직공장 노동자들이 즐겨 찾았던 음식이었던 관계로 낙지볶음 대신 조선방직의 줄임말인 ‘조방’이 붙어 조방낙지라는 고유명사로 정착한 음식이다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/35/85730/92859/c/%EC%A1%B0%EB%B0%A9%EB%82%99%EC%A7%80-%EC%9D%8C%EC%8B%9D-%287%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/703,현대-현대(1945.8.15~현재),부산광역시,부산진구,부산광역시 부산진구 골드테마길 21,조방낙지,0514653577,부산 동구 중앙대로260번길 3-11,20191122,"부산, 조방낙지, 낙지볶음, 조선방직, 향토음식",20220630
47,조선방직 노동자들의 애환과 피로를 풀어준 범일동 조방낙지,조방낙지는 부산 조선방직 인근에서 만들어 팔기 시작한 낙지볶음의 일종으로 부산광역시 동구 범일동의 향토음식이다. 조방낙지는 조선방직공장 노동자들이 즐겨 찾았던 음식이었던 관계로 낙지볶음 대신 조선방직의 줄임말인 ‘조방’이 붙어 조방낙지라는 고유명사로 정착한 음식이다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/35/85730/92859/c/%EC%A1%B0%EB%B0%A9%EB%82%99%EC%A7%80-%EC%9D%8C%EC%8B%9D-%287%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/703,현대-현대(1945.8.15~현재),부산광역시,부산진구,부산광역시 부산진구 골드테마길 21,조방낙지,0518940044,부산 부산진구 엄광로44번길 36,20191122,"부산, 조방낙지, 낙지볶음, 조선방직, 향토음식",20220630
