DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,FSTVL_PROGRM_NM,FSTVL_PROGRM_DC,REGIST_DE,CORE_KWRD_CN,OPN_DE
29,푸른 바다를 보며 갓 볶은 커피를 음미하는 '강릉커피축제',"강릉은 우리나라 커피 문화 1번지다. 강릉 대부분의 커피집이 로스팅을 하며, 1세대 바리스타들이 포진하고 있다. 강릉커피축제는 2009년에 시작되었으며 매년 10월 강릉시 전역에서 개최된다. 가을 바다를 바라보며 갓 볶은 고급 커피를 즐길 수 있는 감성 문화 축제로, 커피집을 다니며 스탬프 랠리를 하고, 100인의 바리스타들이 제각각 다른 맛의 커피를 내려준다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/70/30123/16057/c/022_2019-강릉커피축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/242,강원도,강릉시,강원도 강릉시 포남동 산90-1,강릉핸드드립어워드,전국 각지에서 15여개의 팀이 참가하여 경쟁을 벌인다. 1등은 상품과 강릉시장상이 수여되며 2~3등은 상품과 강릉커피협회장상이 수여된다. 질 좋은 핸드드립을 눈 앞에서 볼 수 있는 기회다.,20191018,"강릉, 커피, 축제, 로스팅, 바리스타",20220330
30,허준이 태어난 강서구 가양동에서 열리는 허준축제,"허준축제는 서울특별시 강서구 가양동 허가바위를 중심으로 1999년부터 개최된 축제이다. 강서구는 허준이 태어난 옛 양천이고, 가양동 허가바위 일대는 허준이 『동의보감』을 저술한 지역이다. 조선시대 명의였던 허준을 기리고 동양최고의 의학서적인『동의보감』을 알리는 취지에서 개최된 이 축제에서는 진맥과 처방, 약초 구입 등을 할 수 있다.",지역인물축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/163/30217/17130/c/106_-2019-허준축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/810,서울특별시,강서구,서울 강서구 가양동 1471,강서미라클메디특구관(건강체험관),"한방을 중심으로 하는 건강 체험 프로그램으로 한의사들의 각종 건강 상담, 진료 및 시술 체험이 가능하다. 진맥은 물론 약침과 추나치료 등을 경험해 볼 수 있다.",20191202,"허준, 동의보감, 의성",20220330
31,건강하고 맛있는 남도음식을 즐기는 남도음식문화큰잔치,"남도음식문화큰잔치는 1994년 전라남도 순천시 낙안읍성 민속마을에서 시작되었다. 이후 20년 동안 같은 곳에서 개최하다 2014년부터 전라남도의 22개 각 시군에서 3년씩 번갈아 개최하는 형식으로 바뀌었다. 낙안읍성의 뒤를 이어 담양 죽녹원, 강진만 생태공원 등에서 개최되어 왔다. 매년 10월 상달에 풍성한 음식을 차려놓고 상달제를 지낸 후, 대표음식 전시, 요리법 배우기, 유명 요리사의 요리 시연 등 다양한 음식 관련 프로그램을 진행한다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/141/30195/17091/c/087_2019-남도음식문화큰잔치-thumb.jpg,https://ncms.nculture.org/local-festival/story/395,전라남도,순천시,전라남도 순천시 장천동 44-1,강진 음식문화 체험 및 관광명소 탐방,"강진의 유명 관광 명소를 돌아보며 특색있는 음식을 체험해 본다. 강진만 생태공원을 출발로 마량놀토수산시장, 청자박물관, 석문공원, 백운동 별서 정원 등을 둘러보는 코스이다.",20191021,"남도 음식, 추수감사, 제천의식, 상달제",20220330
32,"시골 외갓집 체험, 금강에서 하세요! '금강여울축제'","금강여울축제는 시골 외갓집 체험을 주제로 한 주민참여형 여름축제이다. 금강은 수로가 401㎞에 이르는 큰 강이다. 남한에서 한강과 낙동강 다음으로 큰 강이다. 축제가 개최되는 금산군 부리면 평촌은 진정한 의미에서 금강이 시작되는 곳이다. 축제의 주요프로그램은 가족과 함께 즐길 수 있는 물놀이이며, 그밖에 다채로운 체험과 공연을 만끽할 있다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/212/30266/17181/c/164_-금강여울축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/173,충청남도,금산군,충청남도 금산군 부리면 물페기길 48,강촌 외갓집 체험,"잠자리잡기, 여치집 만들기, 봉숭아물들이기, 민물고기?다슬기잡기와 같은 시골에서만 체험할 수 있는 다양한 고전 놀이들을 체험할 수 있다.",20191018,"금강, 외갓집, 축제, 농촌체험, 민속공연, 금강민속축제",20220330
33,국내 유일의 다리 문화축제 '영도다리축제',"영도다리축제는 국내 유일의 다리 문화축제이다. 축제가 개최되는 영도대교는 2006년 11월 한국 근현대사의 상징적인 건축물로 평가받아 부산광역시 기념물 제56호로 지정되었다. 영도다리축제의 주요 프로그램으로는 물양장 메인무대에서 펼쳐지는 개막 행사와 국내외 공연팀이 참가하는 국제거리예술공연, 영도 골목을 소재로 한 영도스토리골목퍼레이드가 있다. 영도다리축제는 과거와 현재를 동시에 체험할 수 있는 참여형 축제이다.",지역명소축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/51/30105/16032/c/005_2019-제-27회-부산영도다리축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/207,부산광역시,영도구,부산 영도구 대교동1가 20,개막식 및 축하공연,개막퍼포먼스를 시작으로 주제공연들이 뒤따른다. 창작주제공연이 장관이며 축제의 시작을 알린다.,20191018,"부산, 영도, 다리, 축제, 부산대교, 물양장",20220330
34,허준의 고장 지리산 산청에서 열리는 '산청한방약초축제',"청정 지리산 기슭에 자리잡은 산청군은 약초의 본고장이며, 명의 허준이 활동했던 곳이다. 지리산의 장소성과 역사성을 활용하여 기획한 것이 산청한방약초축제이다. 2001년 5월에 처음 개최된 산청한방약초축제는 10월로 시기를 옮겼고, 2019년 문화체육관광부 선정 대표축제로 지정되었다. 동의보감관, 산청한의학박물관, 산청약초관 등의 부대시설이 잘 되어 있고 숙박시설 및 식당이 잘 갖추어져 있는 힐링 축제이다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/109/30163/17030/c/056_2019-산청한방약초축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/337,경상남도,산청군,경남 산청군 금서면 동의보감로555번길 45-6,개막식과 제전행사,"왕산·필봉산산신제, 류의태·허준선생 숭모제를 시작으로 축제의 서막을 알린다. 허준이 산청에 와서 류의태라는 신의로부터 배웠다는 얘기가 있다.",20191021,"산청, 한방, 동의보감, 축제, 산청혜민서",20220330
35,갯골에서 다양한 생태체험을! '시흥갯골축제',"시흥갯골축제는 국내 유일의 내륙에 위치한 갯벌에서 방문객들이 갯골을 온몸으로 만끽하고 예술 공연을 관람할 수 있는 힐링 축제이다. 시흥갯골축제는 신나고 유익한 생태예술 놀이터를 콘셉트로 한다. 대표 프로그램으로 ‘갯골드레스룸, 갯골패밀리런, 갯골퍼레이드’가 있는데 갯벌에 사는 동물 모양으로 분장하고 퍼레이드를 하는 프로그램이다. 갯벌 외에 염전, 갈대밭이 있어 풀피리도 만들고 족욕도 하고 음악공연을 보는 등 다양한 체험을 할 수 있다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/66/30120/16050/c/019_2019시흥갯골축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/233,경기도,시흥시,경기도 시흥시 장곡동 724-32,"갯멍, 갯골패밀리런","갯골드레스룸 체험, 나무숲클래식공연장, 패밀리존 놀이체험, 패밀리요가, 소금올림픽 등 10여가지의 다양한 프로그램이 준비되어있어 가족과 함께 즐거운 추억을 쌓는다.",20191018,"시흥, 갯골, 축제, 갯벌, 생태공원, 소금, 체험",20220330
36,능수버들과 세계의 댄스가 어우러진 '천안흥타령춤축제',"천안흥타령춤축제는 천안시의 대표적인 축제이자 글로벌 춤 축제이다. 천안삼거리는 능수버들 가락이 늘어지는 흥타령이 유명하며 이와 관련된 이야기가 전승되고 있다. 천안흥타령춤축제는 축제 전날 서울을 비롯한 여러 지역에서 사전 특별공연인 쇼케이스를 시작으로 거리댄스퍼레이드, 국제춤대회, 막춤대첩, 전국춤경연대회 등이 펼쳐진다. 특히 거리댄스퍼레이드는 세계 34개 팀의 2,000명이 참가하여 다채로운 볼거리를 제공한다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/128/30182/17049/c/075_-2019-천안흥타령춤축제(1)-thumb.jpg,https://ncms.nculture.org/local-festival/story/380,충청남도,천안시,충청남도 천안시 동남구 삼룡동 117-1,거리댄스퍼레이드,"퍼레이드 구간에 DJ박스와 음악, 레이져 춤판이 준비되어있고 퍼레이드에 참가한 팀 그리고 관람객들은 한 곳에 어우려져 춤을 춘다. 거리퍼레이드는 퍼레이드식 경연이다.",20191021,"천안, 흥타령, 춤, 능소, 버들가지, 축제, 천안삼거리",20220330
37,젊고 다채롭고 활기찬 대구 문화예술축제인 ‘대구컬러풀페스티벌’,"대구시에서 주민화합과 지역 활성화를 위해 개최하는 축제이다. 1982년에 직할시 승격을 기념하여 해마다 축제를 베풀었으며, 2005년에는 다채롭고, 젊고, 활기찬 도시임을 드러내기 위해 ‘컬러플 대구 페스티벌’이라 명칭을 바꾸었으며, 2019년에 다시‘대구컬러플 페스티벌’로 바꾸었다. 레드, 그린, 블루의 색상별 공간별로 국내·외 시극, 무용, 공연, 소리 등의 주제별 예술공연을 관람할 수 있고, 누구나 컬러플 퍼레이드에 참여할 수도 있다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/247/30302/18539/c/141_-2019-컬러풀대구페스티벌-thumb.jpg,https://ncms.nculture.org/local-festival/story/1188,대구광역시,중구,대구광역시 중구 성내1동 동성로3길 99,거리예술제,거리예술에 특화된 공연과 버스킹이 도심 속 거리와 공원을 공연 예술로 가득 채우는 프로그램이다.,20200205,"젊음, 문화, 예술, 축제, 레드, 그린, 블루, 퍼플, 골드",20220330
38,고창읍성을 밟고 무병장수하세! '고창 모양성제',고창모양성제는 애국심을 고취하고 향토문화를 계승 발전시키며 고창군민의 긍지와 애향심을 높이기 위해 1973년부터 개최되고 있는 지역축제이다. 왜구를 막기 위해 전라도민들이 축성한 모양성(고창읍성)을 밟는 답성놀이와 강강술래 재연이 주효 행사이다. 고창군에서는 답성민속을 기리기 위해 매년 음력 9월 9일(중양절)에 축제를 개최하여 답성놀이를 한다.,전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/89/30143/16083/c/038_2019-고창모양성제-thumb.jpg,https://ncms.nculture.org/local-festival/story/244,전라북도,고창군,전라북도 고창군 고창읍 읍내리 127,거리퍼레이드(개막출정식),"군악대, 취타대, 농악대, 조선시대 원님 부임행렬, 호위무사들, 전통복장을 입은 지역주민이 가장행렬을 하며 함께 고창읍 주요시가지를 행차한다.",20191018,"고창, 읍성, 모양성, 축제, 답성놀이, 모양성제",20220330
39,추수철 맛있는 이천 햅쌀 만나러 오세요! '이천쌀문화축제',"이천쌀문화축제는 임금님께 쌀을 진상하던 이천에서 개최되는 잔치한마당이다. 이천쌀문화축제는 이천농업인축제로 시작하여 2004년 지금의 명칭으로 바뀌었다. 이천쌀문화축제는 풍년마당, 공연마당, 동화마당, 놀이마당, 농경마당, 햅쌀거리 등 11개의 마당으로 구성되어 우리나라의 농경문화를 알린다. 가마솥밥, 가래떡, 막걸리 등 쌀로 만든 음식을 맛볼 수 있고, 햅쌀을 구입할 수 있다",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/67/30121/16055/c/020_2019-제-21회-이천쌀문화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/237,경기도,이천시,경기도 이천시 관고동 418-2,거북놀이,무형문화재로 지정된 이천의 거북놀이는 수숫잎으로 만든 옷을 입은 질라아비가 큰 소리로 거북이를 부르고 수숫잎으로 만든 거북이는 이천의 우물에서 물을 마시고 이천쌀을 먹고 기력을 회복하는 퍼포먼스다.,20191018,"이천, 쌀, 축제, 특산물, 가을걷이, 설봉공원, 농촌체험, 농경",20220330
40,약령시 개장행사를 축제로 승화시킨 '대구약령시 한방문화축제',"대구약령시 한방문화축제는 전통한의약문화의 진수를 국내외에 널리 알리는 대표적인 한의약 축제이다. 약령시는 각종 약재를 교환?매매하는 시장으로, 대구약령시는 1658년(효종 9) 무렵에 형성되었다. 대구 약령시가 개시 될 때는 조선8도를 비롯하여 세계 각국에서 각종 약재와 약재상이 모여들었다. 이러한 약령시 개장행사를 현대적인 축제 형식으로 승화시킨 것이 대구약령시 한방문화축제이다.",지역명소축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/54/30108/16035/c/008_제-42회-대구약령시-한방문화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/192,대구광역시,중구,대구광역시 중구 남성로 30-1,건강기원 등 달기,"가족, 친구, 연인과 함께 건강을 기원하는 마음으로 등을 직접 다는 행사다.",20191018,"약령시, 한방, 축제, 약전골목, 한방특구, 한의학",20220330
41,건강부터 지역산업까지 책임지는 금산인삼축제,"충청남도 금산은 자연환경이 청정하고 일교차가 커서 1500여년 전부터 인삼을 재배해왔다. 금산인삼은 사포닌 함량이 높은데, 이는 약리 작용이 가장 높은 시기에 채취하기 때문이다. 금산인삼축제는 1981년 삼장제를 시작으로 인삼농사의 풍요를 기원하는 주민화합형 축제인 금산인삼제로 시작했다. 1996년 문화관광축제로 선정되면서 1997년부터 축제 명칭을 금산인삼축제로 바꾸었다. 1999년부터는 국제인삼교역전을 개최하면서 전국 최고의 산업형 문화관광축제로 자리매김하게 되었다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/132/30186/17053/c/078_2019-금산인삼축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/391,충청남도,금산군,충남 금산군 금산읍 신대리 392,건강체험,"세계전통의학체험, 가상현실건강체험, 인삼약초건강체험, 전문생활건강체험으로 나뉘어 다양한 건강체험을 본인의 기호에 맞게 경험해볼 수 있다.",20191021,"인삼, 먹거리, 개삼처 강처사, 삼장제",20220330
